id,happiness
8001,3.832839264231195
8002,2.9535841595274746
8003,3.263221971231623
8004,4.333765961616748
8005,3.3071813461615958
8006,4.189572298781989
8007,3.988701366337138
8008,4.498803020510692
8009,4.019191430551375
8010,2.8293884003951923
8011,3.101045833259946
8012,3.7867733245839554
8013,4.126979254158203
8014,3.5506813413314124
8015,3.6467811533389796
8016,4.439518275527146
8017,3.642401009055356
8018,4.404176953889495
8019,3.883207333524582
8020,4.067656451312216
8021,4.106955646811732
8022,3.755737743965625
8023,4.0266403841851055
8024,3.5609728384394312
8025,3.1028182702264084
8026,4.023602862374298
8027,4.215580237182795
8028,4.064074729023293
8029,4.270238623492295
8030,4.211199625537217
8031,3.949147606694158
8032,4.090487383754666
8033,4.085035846291085
8034,3.5161642579729233
8035,3.5841126083249026
8036,4.589232281396221
8037,4.115974821361064
8038,4.124297016381071
8039,3.5407717201587317
8040,4.1640129310569485
8041,4.290705572215723
8042,3.79550719214093
8043,3.9168184170556986
8044,3.8030307289893455
8045,4.278847588314615
8046,3.961623492585661
8047,4.2636924423638085
8048,4.026059321836533
8049,3.989704221322498
8050,4.359716422153998
8051,3.626287456159319
8052,4.242155533168235
8053,3.0109528139140833
8054,3.9401728656226878
8055,4.312904798676774
8056,2.7163750619834377
8057,3.964583058423924
8058,3.397235998784155
8059,3.034142400953282
8060,4.123636718068607
8061,2.926855380686341
8062,3.50746688712093
8063,3.9995104487331194
8064,4.080183825452721
8065,4.084139523251013
8066,4.226793522979425
8067,4.187698230438915
8068,4.08357229212173
8069,3.5285577620821047
8070,4.141711101404692
8071,3.9856237805290826
8072,4.404500459877222
8073,3.746848197741126
8074,3.944888544917187
8075,3.3105386312552465
8076,3.64594053917923
8077,3.5208071913944545
8078,3.7452009839541276
8079,4.559511917477517
8080,3.9193437296247846
8081,3.934965405743672
8082,3.9012358184655076
8083,4.4242422459684665
8084,4.401729996721576
8085,4.543912140758719
8086,4.156016706046158
8087,3.9783079761491202
8088,4.275391946300678
8089,3.5265949469270947
8090,3.813896999960635
8091,4.20167911309906
8092,3.972321903799827
8093,4.1508581185681
8094,4.228634815961794
8095,4.707167937606641
8096,3.3266407325345755
8097,4.2550000481203565
8098,3.913297413812902
8099,3.5355274646276267
8100,4.038339979124817
8101,4.255418416378697
8102,4.093311477536737
8103,3.471836932737495
8104,4.531697083733057
8105,4.072677505173944
8106,4.316691556754476
8107,4.309411077518293
8108,4.080167497005399
8109,3.7799893405953924
8110,3.713851222067416
8111,4.271383364137927
8112,3.592196754694882
8113,3.9558283573090485
8114,4.390744751259275
8115,4.0610363576675
8116,3.9855416170238693
8117,3.7149275704907523
8118,3.6212515582139058
8119,3.945366505596299
8120,4.555834101100112
8121,3.0978602109573155
8122,4.20210509679564
8123,3.5676104232767702
8124,3.762901223704325
8125,4.125177296290689
8126,4.5814926790961685
8127,1.9286472169328033
8128,4.013207724680582
8129,3.7723544848222414
8130,3.9308168689387815
8131,3.880272955861818
8132,4.141707587149899
8133,4.238214162708218
8134,4.256377899398559
8135,4.096737906549537
8136,4.443627505039171
8137,4.115225429797726
8138,3.6313254353751776
8139,3.984735663811248
8140,3.0272959205813903
8141,4.018099210253641
8142,3.736060444655645
8143,4.452538771708806
8144,3.656883674122003
8145,4.084906984284922
8146,2.016730921277829
8147,4.129437501760819
8148,2.6678157767252046
8149,3.5747229571741173
8150,3.7148298574712055
8151,2.6777275140933727
8152,4.064022714807899
8153,3.542625283102292
8154,3.748808900105496
8155,3.81082412060814
8156,3.88623657641583
8157,3.340284693847888
8158,3.3068738444607715
8159,4.072313259663222
8160,4.115616251866798
8161,3.5162824029881983
8162,3.916812526783354
8163,3.9255314207367427
8164,4.00195361965557
8165,4.109445465877785
8166,4.3760755196248375
8167,3.8824457434047366
8168,2.9948405215334217
8169,3.243956363573937
8170,3.9203484208930406
8171,4.064706582449682
8172,3.9164360938593465
8173,3.7706671856160523
8174,3.718922351720064
8175,3.719041136114742
8176,4.257337743284021
8177,2.518826363988112
8178,4.487728632517829
8179,4.268207970221498
8180,3.3044859496238335
8181,3.743355569948595
8182,3.945296048915662
8183,3.7302352523299134
8184,3.7663397453382883
8185,3.365815520373001
8186,3.586220375130174
8187,4.110723858261199
8188,3.8043369718161033
8189,4.061843599113182
8190,4.082277295307947
8191,3.8826177843438403
8192,3.946320602239719
8193,3.8764871420549767
8194,4.102569638362563
8195,4.52078735943245
8196,3.164726490603727
8197,3.9313758219244015
8198,4.078155527040737
8199,4.133931033656373
8200,4.88939949954902
8201,3.420249557874809
8202,4.035992547930818
8203,3.857598196881668
8204,4.0963183978510145
8205,4.130971352469193
8206,3.877411554736263
8207,3.921410681324047
8208,3.963965477667479
8209,3.886918094099786
8210,3.687285488515017
8211,3.6386243770761224
8212,4.14363184440676
8213,4.326229017132665
8214,4.122445258135824
8215,3.6830810647913976
8216,4.029729591419357
8217,3.4962342060636766
8218,3.718797668196551
8219,3.7601482266727717
8220,4.046604448281779
8221,4.530785226632762
8222,3.872844303745522
8223,3.039065134658066
8224,3.882210376401282
8225,4.12660236956946
8226,3.9008777631064557
8227,4.405973833745433
8228,3.3445572466188254
8229,4.115018230286415
8230,3.3112528360024553
8231,3.9635526861347454
8232,3.765346769704911
8233,3.875523391315031
